org_key,year,event_key,match_key,match_number,time,alliance,team_key,scouter,StartPos,autoTotalFuel,AutoSetOf5Fuel,qScoringAccuracyAuto,AutoClimb,SingleFuel,SetsOfFuel,qHPFeedingEff,qAllianceFeedingEff,qScoringAccuracyTele,DidClimb,endClimb,ClimbHeight,feedLocation,diedDuringMatch,MinorFoul,MajorFoul,didDefense,qDefenseQuality,qDriverSkill,otherNotes,AutoPoints,TeleopPoints,EndgamePoints,contributedPoints,FuelPoints,ClimbPoints,AutoMistake,FoulPoints,superNotes
frc245,2026,2026milak,2026milak_qm6,6,3/6/2026 4:40:00 PM,blue,frc858,"Claire","Middle","5",,,"0","4","7",,,,"0","0","0",,"0",,,,"0","4","","5","39","0","44","44","0","0",,""
frc245,2026,2026milak,2026milak_qm6,6,3/6/2026 4:40:00 PM,red,frc6002,"Jacob","Human player side","28",,,"0","0","35",,,,"0","0","0",,"0",,,,"0","5","ZooBOTix is winning the comp","28","175","0","203","203","0","0",,""
frc245,2026,2026milak,2026milak_qm6,6,3/6/2026 4:40:00 PM,red,frc10473,"Pranav","Middle","7",,,"0","4","1",,,,"0","0","0",,"0",,,,"1","2","","7","9","0","16","16","0","0",,""
frc245,2026,2026milak,2026milak_qm7,7,3/6/2026 4:48:00 PM,blue,frc1188,"Noah","Human player side","21",,,"0","0","2",,,,"0","0","0",,"0",,,,"2","3","Slow but relatively consistent when they are aimed correctly","21","10","0","31","31","0","1",,""
frc245,2026,2026milak,2026milak_qm7,7,3/6/2026 4:48:00 PM,blue,frc7226,"Claire","Other side","2",,,"0","3","5",,,,"0","0","0",,"0",,,,"0","4","","2","28","0","30","30","0","0",,""
frc245,2026,2026milak,2026milak_qm7,7,3/6/2026 4:48:00 PM,blue,frc5559,"Jacob","Middle","3",,,"0","14","0",,,,"0","0","0",,"0",,,,"0","3","","3","14","0","17","17","0","0",,""
frc245,2026,2026milak,2026milak_qm7,7,3/6/2026 4:48:00 PM,red,frc11407,"Pranav","Middle","3",,,"0","0","0",,,,"0","0","0",,"1",,,,"0","1","","3","0","0","3","3","0","1",,""
frc245,2026,2026milak,2026milak_qm7,7,3/6/2026 4:48:00 PM,red,frc7911,"Sky","Middle","0",,,"0","0","0",,,,"0","0","0",,"1",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm8,8,3/6/2026 4:56:00 PM,blue,frc5676,"Jacob","Middle","1",,,"0","3","13",,,,"0","0","0",,"0",,,,"0","4","","1","68","0","69","69","0","0",,""
frc245,2026,2026milak,2026milak_qm8,8,3/6/2026 4:56:00 PM,blue,frc5675,"Pranav","Middle","5",,,"0","3","3",,,,"0","0","0",,"0",,,,"0","2","","5","18","0","23","23","0","0",,""
frc245,2026,2026milak,2026milak_qm8,8,3/6/2026 4:56:00 PM,red,frc10651,"Noah","Other side","0",,,"0","0","0",,,,"0","0","0",,"0",,,,"0","2","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm8,8,3/6/2026 4:56:00 PM,red,frc9239,"Sky","Middle","0",,,"0","0","0",,,,"0","0","0",,"1",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm8,8,3/6/2026 4:56:00 PM,blue,frc9566,"Claire","Other side","0",,,"0","0","0",,,,"0","0","0",,"0",,,,"2","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm9,9,3/6/2026 5:04:00 PM,red,frc5623,"Pranav","Human player side","3",,,"0","1","3",,,,"0","0","0",,"0",,,,"0","2","","3","16","0","19","19","0","0",,""
frc245,2026,2026milak,2026milak_qm9,9,3/6/2026 5:04:00 PM,red,frc9638,"Sky","Middle","0",,,"0","1","0",,,,"0","0","0",,"0",,,,"0","2","","0","1","0","1","1","0","0",,""
frc245,2026,2026milak,2026milak_qm9,9,3/6/2026 5:04:00 PM,blue,frc4327,"Noah","Human player side","6",,,"0","1","0",,,,"0","0","0",,"1",,,,"0","1","","6","1","0","7","7","0","1",,""
frc245,2026,2026milak,2026milak_qm9,9,3/6/2026 5:04:00 PM,red,frc4453,"Claire","Other side","0",,,"0","0","0",,,,"0","0","0",,"0",,,,"5","2","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm9,9,3/6/2026 5:04:00 PM,blue,frc3658,"Jacob","Middle","0",,,"0","0","1",,,,"0","0","0",,"1",,,,"0","1","","0","5","0","5","5","0","0",,""
frc245,2026,2026milak,2026milak_qm10,10,3/6/2026 5:11:00 PM,red,frc245,"Pranav","Human player side","6",,,"0","0","9",,,,"0","1","0","Neutral Zone","0",,,,"0","4","Missed a lot at the end.","6","45","0","51","51","0","0",,""
frc245,2026,2026milak,2026milak_qm10,10,3/6/2026 5:11:00 PM,blue,frc8608,"Sky","Human player side","30",,,"0","0","31",,,,"0","0","0",,"0",,,,"0","4","","30","155","0","185","185","0","0",,""
frc245,2026,2026milak,2026milak_qm10,10,3/6/2026 5:11:00 PM,blue,frc8126,"Jacob","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","1",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm10,10,3/6/2026 5:11:00 PM,red,frc9203,"Noah","Middle","0",,,"0","0","0",,,,"0","0","0","Does not matter","0",,,,"0","1","No fuel intake","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm10,10,3/6/2026 5:11:00 PM,blue,frc10473,"Claire","Middle","5",,,"0","3","0",,,,"0","0","0",,"1",,,,"0","2","","5","3","0","8","8","0","1",,""
frc245,2026,2026milak,2026milak_qm11,11,3/6/2026 5:18:00 PM,red,frc9703,"Sunny","Human player side","0",,,"0","3","0",,,,"0","0","0","Neutral Zone","0",,,,"0","2","","0","3","0","3","3","0","0",,""
frc245,2026,2026milak,2026milak_qm12,12,3/6/2026 5:25:00 PM,red,frc9672,"Sunny","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","Dead robot on defense. ","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm13,13,3/6/2026 5:32:00 PM,blue,frc8397,"Sanika","Middle","5",,,"0","3","0",,,,"0","1","0","Alliance Side","0",,,,"0","3","","5","3","0","8","8","0","1",,""
frc245,2026,2026milak,2026milak_qm13,13,3/6/2026 5:32:00 PM,red,frc2959,"Sunny","Other side","0",,,"0","4","2",,,,"0","0","0","Neutral Zone","0",,,,"0","1","","0","14","0","14","14","0","0",,""
frc245,2026,2026milak,2026milak_qm13,13,3/6/2026 5:32:00 PM,red,frc10651,"Anu","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","They just drove around pretty fast, picked up 1 fuel but didn’t shoot at all","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm13,13,3/6/2026 5:32:00 PM,blue,frc11386,"Noah","Human player side","5",,,"0","4","0",,,,"0","1","0","Neutral Zone","0",,,,"0","3","","5","4","0","9","9","0","1",,""
frc245,2026,2026milak,2026milak_qm13,13,3/6/2026 5:32:00 PM,blue,frc7256,"Jacob","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","1",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm14,14,3/6/2026 5:39:00 PM,blue,frc8126,"Sunny","Other side","0",,,"0","6","1",,,,"0","0","0","Neutral Zone","0",,,,"0","1","","0","11","0","11","11","0","0",,""
frc245,2026,2026milak,2026milak_qm14,14,3/6/2026 5:39:00 PM,blue,frc9566,"Matina","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","2","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm14,14,3/6/2026 5:39:00 PM,red,frc4327,"Sanika","Human player side","8",,,"0","3","1",,,,"0","0","0","Alliance Side","0",,,,"0","4","","8","8","0","16","16","0","0",,""
frc245,2026,2026milak,2026milak_qm14,14,3/6/2026 5:39:00 PM,red,frc4237,"Jacob","Human player side","13",,,"0","0","14",,,,"0","0","0","Neutral Zone","0",,,,"0","5","","13","70","0","83","83","0","0",,""
frc245,2026,2026milak,2026milak_qm14,14,3/6/2026 5:39:00 PM,red,frc5676,"Noah","Middle","3",,,"0","0","17",,,,"0","0","0","Does not matter","0",,,,"0","4","","3","85","0","88","88","0","0",,""
frc245,2026,2026milak,2026milak_qm14,14,3/6/2026 5:39:00 PM,blue,frc9203,"Anu","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","Just moved around, collected 1 fuel but didn’t shoot","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm15,15,3/6/2026 6:46:00 PM,red,frc5152,"Noah","Other side","0",,,"1","0","0",,,,"0","1","0","Neutral Zone","0",,,,"0","3","Shooter appears to have gotten stuck","15","0","0","15","0","15","0",,""
frc245,2026,2026milak,2026milak_qm15,15,3/6/2026 6:46:00 PM,blue,frc3658,"Matina","Human player side","0",,,"0","0","0",,,,"0","0","0","Alliance Side","1",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm15,15,3/6/2026 6:46:00 PM,red,frc2767,"Sanika","Human player side","28",,,"0","4","26",,,,"0","1","0","Does not matter","0",,,,"0","5","","28","134","0","162","162","0","0",,""
frc245,2026,2026milak,2026milak_qm15,15,3/6/2026 6:46:00 PM,red,frc858,"Anu","Middle","2",,,"0","0","0",,,,"0","1","0","Does not matter","0",,,,"0","1","They just drove around pretty fast, didn’t pick up fuel or shoot in teleop","2","0","0","2","2","0","1",,""
frc245,2026,2026milak,2026milak_qm16,16,3/6/2026 6:54:00 PM,blue,frc9638,"Jacob","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm16,16,3/6/2026 6:54:00 PM,blue,frc5980,"Sanika","Middle","5",,,"0","3","0",,,,"0","0","0","Alliance Side","0",,,,"0","3","","5","3","0","8","8","0","1",,""
frc245,2026,2026milak,2026milak_qm16,16,3/6/2026 6:54:00 PM,red,frc5248,"Sunny","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","4","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm16,16,3/6/2026 6:54:00 PM,red,frc9215,"Anu","Middle","0",,,"0","20","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","","0","20","0","20","20","0","0",,""
frc245,2026,2026milak,2026milak_qm16,16,3/6/2026 6:54:00 PM,blue,frc1188,"Noah","Other side","25",,,"0","0","2",,,,"0","0","0","Neutral Zone","0",,,,"0","3","","25","10","0","35","35","0","1",,""
frc245,2026,2026milak,2026milak_qm16,16,3/6/2026 6:54:00 PM,red,frc5675,"Matina","Human player side","0",,,"0","0","18",,,,"0","0","0","Neutral Zone","0",,,,"0","4","","0","90","0","90","90","0","0",,""
frc245,2026,2026milak,2026milak_qm17,17,3/6/2026 7:02:00 PM,red,frc11407,"Matina","Middle","5",,,"0","0","0",,,,"0","0","0","Alliance Side","1",,,,"0","1","","5","0","0","5","5","0","1",,""
frc245,2026,2026milak,2026milak_qm17,17,3/6/2026 7:02:00 PM,blue,frc9239,"Sanika","Middle","0",,,"0","0","0",,,,"0","0","0","Does not matter","0",,,,"0","2","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm17,17,3/6/2026 7:02:00 PM,blue,frc5623,"Jacob","Human player side","9",,,"0","3","1",,,,"0","0","0","Neutral Zone","0",,,,"0","2","","9","8","0","17","17","0","1",,""
frc245,2026,2026milak,2026milak_qm17,17,3/6/2026 7:02:00 PM,blue,frc8041,"Anu","Other side","0",,,"0","1","0",,,,"0","0","0","Alliance Side","0",,,,"0","1","Didn’t score much, but when they did their accuracy was not terrible ","0","1","0","1","1","0","0",,""
frc245,2026,2026milak,2026milak_qm17,17,3/6/2026 7:02:00 PM,red,frc9672,"Sunny","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","1",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm17,17,3/6/2026 7:02:00 PM,red,frc11386,"Noah","Human player side","7",,,"0","1","2",,,,"0","1","0","Does not matter","0",,,,"0","2","","7","11","0","18","18","0","0",,""
frc245,2026,2026milak,2026milak_qm18,18,3/6/2026 7:10:00 PM,blue,frc4453,"Matina","Middle","2",,,"0","0","0",,,,"0","0","0","Alliance Side","0",,,,"1","2","Fuel stuck","2","0","0","2","2","0","1",,""
frc245,2026,2026milak,2026milak_qm18,18,3/6/2026 7:10:00 PM,blue,frc7256,"Anu","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","1",,,,"0","1","Stopped in the middle of the field during teleop ","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm18,18,3/6/2026 7:10:00 PM,red,frc5610,"Noah","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm18,18,3/6/2026 7:10:00 PM,red,frc245,"Sanika","Human player side","7",,,"0","4","15",,,,"0","0","0","Neutral Zone","0",,,,"0","5","","7","79","0","86","86","0","0",,""
frc245,2026,2026milak,2026milak_qm18,18,3/6/2026 7:10:00 PM,red,frc7226,"Jacob","Other side","2",,,"0","0","0",,,,"0","0","0","Neutral Zone","1",,,,"0","1","","2","0","0","2","2","0","1",,""
frc245,2026,2026milak,2026milak_qm18,18,3/6/2026 7:10:00 PM,blue,frc9703,"Sunny","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","1",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm19,19,3/6/2026 7:18:00 PM,blue,frc7658,"Matina","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","Stuck on fuel","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm19,19,3/6/2026 7:18:00 PM,red,frc6002,"Sanika","Other side","10",,,"0","0","48",,,,"0","0","0","Neutral Zone","1",,,,"0","5","","10","240","0","250","250","0","0",,""
frc245,2026,2026milak,2026milak_qm19,19,3/6/2026 7:18:00 PM,red,frc3875,"Anu","Middle","0",,,"0","22","2",,,,"0","0","0","Does not matter","0",,,,"0","3","","0","32","0","32","32","0","0",,""
frc245,2026,2026milak,2026milak_qm19,19,3/6/2026 7:18:00 PM,blue,frc7911,"Sunny","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","1",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm19,19,3/6/2026 7:18:00 PM,red,frc8608,"Jacob","Other side","30",,,"0","2","20",,,,"0","0","0","Alliance Side","0",,,,"0","5","","30","102","0","132","132","0","0",,""
frc245,2026,2026milak,2026milak_qm19,19,3/6/2026 7:18:00 PM,blue,frc2959,"Noah","Human player side","3",,,"0","1","1",,,,"0","0","0","Neutral Zone","0",,,,"0","2","Inconsistent shooting, and fuel consistently stuck in robot","3","6","0","9","9","0","0",,""
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,red,frc9566,"Anu","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","2","Didn’t score ","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,red,frc4327,"Sky","Human player side","2",,,"0","11","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","","2","11","0","13","13","0","0",,""
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,blue,frc5980,"Claire","Middle","7",,,"0","12","2",,,,"0","0","0","Alliance Side","0",,,,"0","2","","7","22","0","29","29","0","0",,""
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,blue,frc9203,"Pranav","Middle","6",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","2","Something jammed or didn't work. Fed to the human player station really quickly.","6","0","0","6","6","0","1",,""
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,red,frc5559,"Matina","Middle","7",,,"0","15","3",,,,"0","0","0","Does not matter","0",,,,"0","4","","7","30","0","37","37","0","0",,""
frc245,2026,2026milak,2026milak_qm20,20,3/6/2026 7:26:00 PM,blue,frc5248,"Sanika","Other side","0",,,"0","0","0",,,,"0","0","0","Alliance Side","0",,,,"0","2","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,blue,frc5675,"Sky","Human player side","11",,,"0","0","13",,,,"0","0","0","Does not matter","0",,,,"0","3","","11","65","0","76","76","0","0",,""
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,blue,frc9239,"Anu","Middle","0",,,"0","0","0",,,,"0","0","0","Does not matter","0",,,,"0","1","They didn’t shoot and didn’t seem to be able to move well, pausing many times in between ","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,red,frc10473,"Claire","Middle","5",,,"0","2","0",,,,"0","0","0","Alliance Side","0",,,,"0","1","","5","2","0","7","7","0","1",,""
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,red,frc1188,"Sanika","Human player side","8",,,"0","1","8",,,,"0","0","0","Alliance Side","0",,,,"0","4","","8","41","0","49","49","0","0",,""
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,blue,frc4237,"Sunny","Other side","18",,,"0","5","16",,,,"0","0","0","Does not matter","0",,,,"0","4","","18","85","0","103","103","0","0",,""
frc245,2026,2026milak,2026milak_qm21,21,3/6/2026 7:34:00 PM,red,frc8041,"Matina","Other side","4",,,"0","9","0",,,,"0","0","0","Does not matter","0",,,,"0","3","","4","9","0","13","13","0","0",,""
frc245,2026,2026milak,2026milak_qm22,22,3/6/2026 7:42:00 PM,blue,frc8397,"Anu","Middle","0",,,"0","8","0",,,,"0","1","0","Does not matter","0",,,,"1","2","They didn’t really play defense; when they scored, they were pretty accurate","0","8","0","8","8","0","0",,""
frc245,2026,2026milak,2026milak_qm22,22,3/6/2026 7:42:00 PM,red,frc7256,"Claire","Other side","0",,,"0","0","0",,,,"0","0","0","Does not matter","1",,,,"1","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm22,22,3/6/2026 7:42:00 PM,blue,frc5676,"Pranav","Other side","2",,,"0","3","10",,,,"0","0","0","Neutral Zone","0",,,,"0","3","They wasted time by shooting into the hub when it was inactive. ","2","53","0","55","55","0","0",,""
frc245,2026,2026milak,2026milak_qm22,22,3/6/2026 7:42:00 PM,blue,frc5610,"Sky","Human player side","0",,,"0","2","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","Beached during match","0","2","0","2","2","0","0",,""
